12.655	5
12.665	4
12.675	3
12.685	0
12.695	3
12.705	5
12.715	2
12.725	1
12.735	6
12.745	2
12.755	2
12.765	2
12.775	2
12.785	3
12.795	1
12.805	2
12.815	4
12.825	5
12.835	1
12.845	3
12.855	5
12.865	2
12.875	1
12.885	2
12.895	4
12.905	1
12.915	6
12.925	4
12.935	3
12.945	2
12.955	1
12.965	6
12.975	3
12.985	2
12.995	4
13.005	2
13.015	2
13.025	3
13.035	6
13.045	2
13.055	1
13.065	3
13.075	5
13.085	1
13.095	1
13.105	3
13.115	7
13.125	3
13.135	6
13.145	2
13.155	1
13.165	3
13.175	4
13.185	2
13.195	1
13.205	3
13.215	3
13.225	8
13.235	7
13.245	3
13.255	3
13.265	3
13.275	4
13.285	4
13.295	3
13.305	1
13.315	3
13.325	3
13.335	3
13.345	3
13.355	4
13.365	3
13.375	2
13.385	1
13.395	2
13.405	3
13.415	2
13.425	3
13.435	2
13.445	4
13.455	0
13.465	4
13.475	2
13.485	4
13.495	3
13.505	3
13.515	2
13.525	5
13.535	2
13.545	4
13.555	0
13.565	1
13.575	2
13.585	3
13.595	5
13.605	1
13.615	2
13.625	2
13.635	4
13.645	3
13.655	3
13.665	2
13.675	3
13.685	8
13.695	4
13.705	4
13.715	5
13.725	5
13.735	2
13.745	2
13.755	3
13.765	2
13.775	2
13.785	2
13.795	3
13.805	3
13.815	5
13.825	0
13.835	4
13.845	1
13.855	0
13.865	1
13.875	2
13.885	3
13.895	4
13.905	0
13.915	3
13.925	3
13.935	4
13.945	3
13.955	3
13.965	4
13.975	4
13.985	1
13.995	2
14.005	4
14.015	2
14.025	0
14.035	3
14.045	5
14.055	5
14.065	2
14.075	2
14.085	0
14.095	3
14.105	6
14.115	2
14.125	1
14.135	2
14.145	1
14.155	2
14.165	5
14.175	4
14.185	3
14.195	2
14.205	2
14.215	1
14.225	1
14.235	1
14.245	3
14.255	3
14.265	1
14.275	2
14.285	3
14.295	1
14.305	1
14.315	3
14.325	3
14.335	1
14.345	2
14.355	2
14.365	1
14.375	1
14.385	5
14.395	2
14.405	5
14.415	0
14.425	5
14.435	4
14.445	3
14.455	3
14.465	3
14.475	0
14.485	3
14.495	0
14.505	4
14.515	2
14.525	3
14.535	5
14.545	6
14.555	0
14.565	2
14.575	1
14.585	1
14.595	2
14.605	2
14.615	2
14.625	1
14.635	1
14.645	3
14.655	0
14.665	1
14.675	1
14.685	4
14.695	3
14.705	1
14.715	1
14.725	0
14.735	1
14.745	1
14.755	2
14.765	1
14.775	2
14.785	2
14.795	1
14.805	1
14.815	3
14.825	2
14.835	1
14.845	1
14.855	2
14.865	1
14.875	1
14.885	2
14.895	2
14.905	2
14.915	1
14.925	0
14.935	3
14.945	3
14.955	1
14.965	0
14.975	0
14.985	1
14.995	5
15.005	5
15.015	1
15.025	3
15.035	1
15.045	1
15.055	4
15.065	0
15.075	5
15.085	2
15.095	3
15.105	0
15.115	2
15.125	2
15.135	2
15.145	1
15.155	1
15.165	3
15.175	2
15.185	2
15.195	1
15.205	2
15.215	3
15.225	3
15.235	1
15.245	3
15.255	0
15.265	1
15.275	1
15.285	2
15.295	3
15.305	0
15.315	0
15.325	2
15.335	2
15.345	2
15.355	4
15.365	2
15.375	1
15.385	2
15.395	1
15.405	2
15.415	0
15.425	2
15.435	1
15.445	3
15.455	4
15.465	2
15.475	1
15.485	3
15.495	2
15.505	2
15.515	1
15.525	1
15.535	2
15.545	5
15.555	2
15.565	0
15.575	0
15.585	0
15.595	1
15.605	4
15.615	0
15.625	3
15.635	4
15.645	2
15.655	4
15.665	1
15.675	2
15.685	0
15.695	4
15.705	0
15.715	3
15.725	0
15.735	3
15.745	0
15.755	1
15.765	2
15.775	2
15.785	0
15.795	2
15.805	1
15.815	1
15.825	3
15.835	0
15.845	0
15.855	1
15.865	3
15.875	1
15.885	2
15.895	0
15.905	2
15.915	3
15.925	1
15.935	2
15.945	1
15.955	3
15.965	0
15.975	2
15.985	1
15.995	3
16.005	1
16.015	1
16.025	2
16.035	3
16.045	3
16.055	1
16.065	2
16.075	3
16.085	3
16.095	2
16.105	1
16.115	2
16.125	1
16.135	1
16.145	0
16.155	0
16.165	1
16.175	3
16.185	0
16.195	0
16.205	1
16.215	1
16.225	2
16.235	1
16.245	2
16.255	2
16.265	2
16.275	0
16.285	0
16.295	0
16.305	2
16.315	5
16.325	0
16.335	2
16.345	2
16.355	3
16.365	0
16.375	0
16.385	2
16.395	3
16.405	2
16.415	1
16.425	2
16.435	1
16.445	2
16.455	2
16.465	0
16.475	1
16.485	1
16.495	1
16.505	3
16.515	1
16.525	0
16.535	4
16.545	1
16.555	0
16.565	1
16.575	3
16.585	2
16.595	1
16.605	1
16.615	3
16.625	3
16.635	3
16.645	2
16.655	0
16.665	0
16.675	1
16.685	0
16.695	0
16.705	1
16.715	3
16.725	2
16.735	0
16.745	2
16.755	1
16.765	1
16.775	0
16.785	0
16.795	1
16.805	1
16.815	1
16.825	2
16.835	1
16.845	0
16.855	1
16.865	0
16.875	1
16.885	0
16.895	2
16.905	3
16.915	2
16.925	1
16.935	3
16.945	1
16.955	1
16.965	1
16.975	4
16.985	1
16.995	5
17.005	1
17.015	1
17.025	0
17.035	1
17.045	0
17.055	4
17.065	0
17.075	0
17.085	0
17.095	0
17.105	2
17.115	2
17.125	0
17.135	1
17.145	1
17.155	0
17.165	0
17.175	2
17.185	1
17.195	2
17.205	1
17.215	1
17.225	2
17.235	2
17.245	2
17.255	1
17.265	1
17.275	0
17.285	1
17.295	2
17.305	1
17.315	2
17.325	0
17.335	1
17.345	3
17.355	3
17.365	4
17.375	2
17.385	2
17.395	1
17.405	0
17.415	1
17.425	3
17.435	0
17.445	1
17.455	1
17.465	0
17.475	2
17.485	1
17.495	2
17.505	0
17.515	4
17.525	2
17.535	1
17.545	1
17.555	2
17.565	0
17.575	0
17.585	1
17.595	2
17.605	0
17.615	2
17.625	1
17.635	3
17.645	0
17.655	0
17.665	2
17.675	2
17.685	0
17.695	2
17.705	1
17.715	0
17.725	1
17.735	0
17.745	1
17.755	1
