-0.995	5
-0.985	50
-0.975	82
-0.965	102
-0.955	113
-0.945	144
-0.935	177
-0.925	172
-0.915	198
-0.905	212
-0.895	256
-0.885	270
-0.875	316
-0.865	314
-0.855	334
-0.845	352
-0.835	371
-0.825	409
-0.815	469
-0.805	479
-0.795	517
-0.785	510
-0.775	520
-0.765	602
-0.755	611
-0.745	650
-0.735	722
-0.725	744
-0.715	736
-0.705	723
-0.695	813
-0.685	887
-0.675	937
-0.665	941
-0.655	1028
-0.645	1022
-0.635	1072
-0.625	1100
-0.615	1190
-0.605	1249
-0.595	1247
-0.585	1356
-0.575	1402
-0.565	1523
-0.555	1633
-0.545	1683
-0.535	1833
-0.525	1954
-0.515	2097
-0.505	2208
-0.495	2503
-0.485	2651
-0.475	2871
-0.465	3112
-0.455	3415
-0.445	3710
-0.435	4084
-0.425	4389
-0.415	4834
-0.405	5198
-0.395	5631
-0.385	6042
-0.375	6652
-0.365	7179
-0.355	7711
-0.345	8386
-0.335	9179
-0.325	9458
-0.315	10209
-0.305	11255
-0.295	11804
-0.285	12337
-0.275	13185
-0.265	13910
-0.255	14535
-0.245	15362
-0.235	15938
-0.225	16567
-0.215	17014
-0.205	17730
-0.195	18345
-0.185	18749
-0.175	19047
-0.165	19174
-0.155	19714
-0.145	20173
-0.135	20108
-0.125	20233
-0.115	20382
-0.105	20199
-0.095	20593
-0.085	20079
-0.075	20287
-0.065	20163
-0.055	19918
-0.045	19489
-0.035	19082
-0.025	18960
-0.015	18576
-0.005	18272
0.005	17908
0.015	17512
0.025	17306
0.035	16701
0.045	16506
0.055	15997
0.065	15697
0.075	15556
0.085	14776
0.095	14555
0.105	13856
0.115	13737
0.125	13407
0.135	13000
0.145	12433
0.155	12180
0.165	11880
0.175	11609
0.185	11214
0.195	10869
0.205	10755
0.215	10331
0.225	9976
0.235	9710
0.245	9472
0.255	9239
0.265	8972
0.275	8810
0.285	8583
0.295	8321
0.305	7895
0.315	7801
0.325	7598
0.335	7525
0.345	7209
0.355	6966
0.365	6856
0.375	6823
0.385	6577
0.395	6560
